,Tenure Months,Monthly Charges,Total Charges,Churn Score,CLTV,Dependents_Yes,Multiple Lines_Yes,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Contract_One year,Paperless Billing_Yes,Internet Service_No,Streaming Movies_No internet service,Streaming Movies_Yes,Payment Method_Electronic check,Payment Method_Mailed check,predicciones,reales
1375,52,96.25,4990.25,97,4751,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
1376,37,101.1,3744.05,87,4424,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
1377,69,104.7,7220.35,71,6350,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
1378,40,55.25,2139.2,65,2810,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1379,6,90.1,521.3,71,5656,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1380,11,53.75,608.0,99,3407,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
1381,6,89.3,577.6,100,5800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
1382,3,95.2,292.85,86,4176,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
1383,5,45.7,198.0,73,3561,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
1384,8,74.5,609.9,88,3683,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1385,1,79.65,79.65,71,2119,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1386,28,101.3,2812.2,68,4994,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1387,1,80.05,80.05,82,2943,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
1388,29,89.2,2698.35,91,5292,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1389,19,83.65,1465.75,88,3427,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1390,6,19.5,146.3,67,5579,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1391,1,51.25,51.25,94,2180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1392,1,45.6,45.6,88,3037,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1393,6,49.65,267.35,88,4248,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1394,15,20.0,288.05,73,4672,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1
1395,25,34.0,853.0,93,5024,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1396,10,92.5,934.1,77,2415,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1
1397,13,88.35,1222.8,81,3740,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
1398,49,107.95,5293.2,92,5785,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1399,1,74.45,74.45,67,4291,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1400,37,64.75,2345.2,80,5554,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
1401,26,89.8,2335.3,71,3452,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1402,12,95.5,1115.15,88,3538,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1
1403,10,29.65,291.4,89,5702,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1404,5,84.5,453.75,98,5141,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
1405,18,90.7,1597.25,89,2931,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
1406,3,70.3,235.5,98,5165,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1407,54,103.95,5639.05,99,6117,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
1408,10,74.75,799.65,69,5578,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1409,1,50.8,50.8,68,4535,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1410,2,80.25,144.55,80,5055,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1411,32,78.9,2447.95,90,5949,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
1412,36,84.75,3050.15,76,5272,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1413,53,85.45,4517.25,90,4753,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1414,1,19.9,19.9,67,5441,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
1415,12,99.45,1200.15,98,2819,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
1416,1,70.6,70.6,85,4063,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1417,5,81.0,389.6,96,3718,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1418,6,84.85,523.5,72,3420,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1419,26,89.15,2277.65,89,4074,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1420,1,24.8,24.8,73,5377,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1421,64,105.65,6903.1,98,4870,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
1422,13,80.85,1008.7,85,5964,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1423,9,89.45,853.1,91,4971,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
1424,10,72.15,794.25,98,2457,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
1425,2,76.4,160.8,100,3005,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
1426,20,61.6,1174.35,85,3866,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
1427,9,79.9,741.7,100,4748,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1428,32,96.15,3019.25,79,2246,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
1429,70,65.3,4759.75,85,5591,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1430,1,19.65,19.65,69,5717,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
1431,1,84.65,84.65,79,4261,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
1432,1,69.55,69.55,67,5948,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1433,13,31.05,347.25,97,5131,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1434,7,51.0,354.05,90,3736,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1435,1,44.35,44.35,90,4599,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1436,7,79.7,586.05,98,3109,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1437,54,55.0,3092.65,84,5282,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1438,5,84.85,415.55,74,3305,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1
1439,1,73.65,73.65,86,5443,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1440,33,73.9,2405.05,73,5374,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1
1441,55,77.75,4458.15,79,4398,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
1442,6,84.35,474.9,77,5721,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1443,8,84.95,668.4,81,4437,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1444,11,73.85,926.25,66,3634,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
1445,49,51.8,2541.25,67,5375,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
1446,1,46.0,46.0,67,4531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1447,15,79.4,1156.1,74,3621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1448,16,71.8,1167.8,86,3327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1449,44,88.4,3912.9,99,2674,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1450,5,46.0,221.7,85,4846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1451,4,51.75,201.1,83,3865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1452,30,94.4,2838.7,71,2792,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1453,1,70.15,70.15,96,3208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1454,9,34.7,296.1,95,5352,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1455,1,81.1,81.1,85,2075,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1456,1,20.55,20.55,78,3797,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
1457,61,106.6,6428.4,68,4183,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1458,59,106.75,6252.9,81,4508,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1459,3,89.45,240.45,84,3591,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
1460,3,97.9,315.3,86,4330,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
1461,1,55.7,55.7,79,4629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
1462,13,79.8,973.45,75,5067,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1463,18,39.05,669.85,66,2601,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1
1464,3,83.9,267.4,68,3464,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
1465,1,69.85,69.85,68,5056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1466,1,53.55,53.55,79,2326,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
1467,70,93.9,6579.05,95,6173,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1468,68,113.15,7856.0,90,4610,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1469,26,84.95,2169.75,75,4316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1470,11,80.5,896.9,75,5119,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1471,1,19.3,19.3,99,4266,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1
1472,1,49.65,49.65,97,5338,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
1473,46,54.35,2460.15,83,2793,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1474,4,88.45,370.65,98,2456,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
1475,22,90.5,1910.6,71,5014,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
1476,9,94.85,890.6,72,3016,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
1477,7,69.95,529.5,90,3296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1478,1,48.6,48.6,83,4207,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1479,40,55.8,2109.35,90,4272,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
1480,29,80.15,2265.25,83,5189,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1481,3,75.5,220.6,79,5948,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1482,1,20.2,20.2,87,5394,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1
1483,3,74.75,229.5,65,3972,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1484,23,104.05,2470.1,93,5963,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
1485,13,96.65,1244.5,65,2110,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1486,1,20.05,20.05,91,3491,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
1487,39,103.45,3994.45,83,4811,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
1488,1,19.9,19.9,73,4633,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1
1489,14,46.35,667.7,76,5360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
1490,1,19.95,19.95,83,2051,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
1491,1,79.6,79.6,98,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
1492,1,75.9,75.9,66,3389,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
1493,1,76.2,76.2,83,5973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1494,1,19.25,19.25,80,5437,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
1495,42,84.3,3588.4,100,2514,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
1496,7,79.0,522.95,92,3735,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1497,1,70.25,70.25,89,4133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1498,10,84.6,865.55,94,3320,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
1499,17,24.1,409.9,86,4648,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
1500,1,60.0,60.0,93,4531,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
1501,8,86.55,649.65,80,4193,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1502,1,20.85,20.85,97,3817,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1
1503,39,50.75,2011.4,94,4119,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
1504,58,105.5,6205.5,100,5067,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
1505,6,85.15,503.6,90,5831,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1506,22,54.2,1152.7,87,5102,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1507,70,109.5,7674.55,100,4191,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1
1508,21,104.4,2157.95,77,3796,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1509,71,105.1,7548.1,66,5725,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1510,1,75.7,75.7,93,4884,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1511,20,90.8,1951.0,87,2312,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
1512,4,97.95,384.5,72,2570,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
1513,32,108.15,3432.9,69,2541,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1514,6,80.5,463.05,96,2181,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1515,27,104.3,2867.75,75,3444,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1516,1,71.35,71.35,92,5730,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1517,13,89.4,1132.35,75,2226,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1518,1,20.6,20.6,90,3618,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
1519,19,99.95,1931.75,76,3670,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
1520,10,81.0,818.05,95,2946,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1521,13,70.15,916.75,85,5101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1522,1,70.15,70.15,97,5773,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1523,68,96.55,6581.9,86,5957,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
1524,39,95.55,3692.85,73,2767,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
1525,1,69.65,69.65,82,4741,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1526,1,89.3,89.3,85,3067,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
1527,36,87.55,3078.1,92,2558,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1
1528,15,96.3,1426.75,72,2933,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
1529,5,85.2,474.8,87,4109,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1530,13,35.1,446.1,79,3104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1531,5,81.3,416.3,100,3819,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1532,2,19.6,35.85,66,2843,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1
1533,17,85.45,1451.6,94,3670,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1534,1,71.0,71.0,89,4207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1535,9,85.05,746.5,74,5095,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1536,1,44.4,44.4,82,4067,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1537,1,70.3,70.3,100,4962,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1538,1,79.35,79.35,77,3492,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1539,9,90.8,809.75,70,2578,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1540,20,70.45,1470.95,87,4773,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1541,70,45.25,3264.45,97,5824,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
1542,3,75.8,246.3,93,5475,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1543,20,71.3,1389.2,98,3684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1544,21,69.1,1474.75,67,3853,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1545,17,88.25,1460.65,68,4041,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1546,2,70.0,153.05,81,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1547,21,97.35,2119.5,89,4321,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
1548,5,25.9,135.0,83,2102,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1
1549,24,55.65,1400.55,97,4126,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1550,1,69.65,69.65,77,2418,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1551,10,100.6,1060.2,77,4001,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
1552,1,86.0,86.0,82,5359,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1553,53,106.95,5785.5,90,5550,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
1554,3,29.6,79.45,76,2734,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1555,46,59.9,2816.65,80,4011,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1
1556,49,95.6,4783.5,69,5732,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
1557,11,41.6,470.6,81,3119,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
1558,45,100.85,4740.0,70,4898,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
1559,37,40.2,1448.8,80,3627,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1560,49,84.5,4254.85,85,4639,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1561,14,78.95,1101.85,88,5203,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1562,1,20.2,20.2,99,5418,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
1563,47,85.2,3969.35,72,4661,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1564,13,98.0,1237.85,99,3714,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
1565,5,94.45,498.1,77,4580,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
1566,3,105.0,294.45,87,5960,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
1567,26,93.85,2381.55,86,2591,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1
1568,8,84.0,613.4,91,4819,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1569,9,48.75,442.2,97,4359,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
1570,1,84.85,84.85,77,3086,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1
1571,12,56.65,654.85,90,3043,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1572,42,73.9,3160.55,71,2774,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1573,33,24.5,740.3,77,5194,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1
1574,31,89.9,2806.9,85,2031,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1
1575,18,78.55,1422.65,84,3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
1576,42,99.45,4138.05,96,4624,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1
1577,4,25.2,102.5,72,4694,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1578,12,74.05,872.65,94,4149,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
1579,15,55.0,757.1,94,3167,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1580,7,89.75,608.8,90,3807,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1581,14,85.15,1139.2,100,4550,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1582,3,94.6,279.55,87,3019,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
1583,16,94.25,1483.25,73,2827,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
1584,65,72.45,4653.85,68,4415,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1585,42,105.2,4400.75,89,2317,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
1586,6,82.85,460.25,78,4458,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1587,53,103.85,5485.5,87,5860,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
1588,5,83.6,404.2,93,4565,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1589,68,108.45,7176.55,65,4454,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1
1590,3,91.5,242.95,76,5646,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1591,12,80.85,866.45,87,4306,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1592,43,49.05,2076.2,92,4044,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1593,68,105.3,7299.65,79,6284,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
1594,25,88.95,2291.2,100,3878,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1595,66,110.85,7491.75,74,4281,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1
1596,70,114.2,7723.9,73,5947,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1597,27,36.5,1032.0,93,4564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1598,1,70.75,70.75,93,3963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1599,3,40.15,130.75,75,4710,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1600,29,94.45,2653.65,71,2233,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
1601,36,97.35,3457.9,86,4544,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1602,1,45.3,45.3,69,4954,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
1603,2,94.95,178.1,87,4493,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1604,12,44.55,480.6,89,4162,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1605,1,23.45,23.45,90,4517,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1606,1,29.7,29.7,74,3383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1607,59,101.1,6039.9,87,4160,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
1608,3,50.65,151.3,76,2876,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1609,1,55.4,55.4,70,2294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
